-0.241611, -0.0268456, -0.355705, 0.0652631, 0.113039, 0.858616, 0.495722, 0.0652631, 0.113039, 0.858616, 0.495722, 0.0652631, 0.113039, 0.858616, 0.495722, 0.0652631, 0.113039, 0.858616, 0.495722, 0.0652631, 0.113039, 0.858616, 0.495722, 0.130526, 0, 0, 0.991445, 0.0652631, 0.113039, 0.858616, 0.495722, -0.0652631, 0.113039, 0.858616, -0.495722, 
-0.241611, -0.0268456, -0.107383, -0.130526, 0, 0, 0.991445, 0.0652631, -0.113039, 0.858616, -0.495722, 
